512 149
111 0 +2.489384e+07
112 0 +1.246317e+07
113 0 +1.972168e+07
114 0 +1.971895e+07
115 0 +1.318572e+07
116 0 +1.341239e+07
117 0 +1.278788e+07
118 0 +1.166523e+07
119 0 +1.563163e+07
120 0 +1.304451e+07
121 0 +1.458311e+07
122 0 +6.056668e+06
123 0 +1.942371e+07
124 0 +2.892988e+07
125 0 +1.561502e+07
126 0 +9.941925e+06
127 0 +8.018320e+06
128 0 +1.558426e+07
129 0 +8.766764e+06
130 0 +1.286102e+07
131 0 +2.514792e+07
132 0 +1.356303e+07
133 0 +1.084965e+07
134 0 +3.289787e+07
135 0 +4.434019e+07
136 0 +2.563850e+07
137 0 +8.059443e+06
138 0 +1.535010e+07
139 0 +8.793576e+06
140 0 +2.970492e+06
141 0 +5.645305e+06
142 0 +1.389407e+07
143 0 +5.728498e+06
144 0 +1.571288e+07
145 0 +8.763312e+06
146 0 +7.988863e+06
147 0 +1.027153e+07
148 0 +1.155539e+07
149 0 +1.211344e+07
150 0 +1.342365e+07
151 0 +2.045078e+07
152 0 +2.892516e+07
153 0 +2.183814e+07
154 0 +1.945451e+07
155 0 +3.717804e+07
156 0 +2.450876e+07
157 0 +9.433162e+06
158 0 +6.084776e+06
159 0 +1.973629e+06
160 0 +8.928691e+06
161 0 +9.784827e+06
162 0 +7.727289e+06
163 0 +8.796715e+06
164 0 +1.200030e+07
165 0 +1.656997e+07
166 0 +2.004902e+07
167 0 +1.633923e+07
168 0 +6.085630e+06
169 0 +4.885673e+06
170 0 +4.757841e+06
171 0 +9.585376e+06
172 0 +1.107501e+07
173 0 +8.058139e+06
174 0 +6.822642e+06
175 0 +4.742919e+06
176 0 +2.964127e+06
177 0 +4.132635e+06
178 0 +5.377297e+06
179 0 +5.279742e+06
180 0 +7.988277e+06
181 0 +6.543140e+06
182 0 +5.036598e+05
183 0 +7.573881e+06
184 0 +8.660106e+06
185 0 +4.073020e+06
186 0 +3.499974e+06
187 0 +4.420434e+06
188 0 +5.566525e+06
189 0 +4.561314e+06
190 0 +3.215023e+06
191 0 +5.826316e+06
192 0 +6.373825e+06
193 0 +2.573116e+06
194 0 +3.586539e+06
195 0 +6.636314e+06
196 0 +5.466546e+06
197 0 +3.600584e+06
198 0 +1.363376e+06
199 0 +2.889213e+06
200 0 +2.007054e+06
201 0 +2.983714e+06
202 0 +5.536721e+06
203 0 +3.379373e+06
204 0 +3.289511e+06
205 0 +5.721687e+06
206 0 +6.729085e+06
207 0 +5.751851e+06
208 0 +1.555063e+06
209 0 +4.157271e+06
210 0 +5.765527e+06
211 0 +7.710125e+06
212 0 +4.102776e+06
213 0 +1.307067e+06
214 0 +1.969551e+06
215 0 +3.941377e+06
216 0 +4.399395e+06
217 0 +1.958643e+06
218 0 +3.532893e+06
219 0 +3.295901e+06
220 0 +2.948404e+06
221 0 +1.401534e+06
222 0 +2.744374e+06
223 0 +4.918224e+06
224 0 +6.258156e+06
225 0 +6.411960e+06
226 0 +5.033476e+06
227 0 +3.239637e+06
228 0 +6.060859e+06
229 0 +7.284871e+06
230 0 +7.034557e+06
231 0 +7.371792e+06
232 0 +4.757452e+06
233 0 +1.466807e+06
234 0 +1.416311e+06
235 0 +1.342374e+06
236 0 +2.859940e+06
237 0 +4.841554e+06
238 0 +5.449238e+06
239 0 +3.479262e+06
240 0 +4.198894e+05
241 0 +1.767556e+06
242 0 +3.271176e+06
243 0 +5.068690e+06
244 0 +4.662131e+06
245 0 +4.723505e+06
246 0 +5.680484e+06
247 0 +5.431622e+06
248 0 +1.594477e+06
249 0 +8.977295e+05
250 0 +1.012152e+06
251 0 +8.684240e+05
252 0 +1.321012e+06
253 0 +4.015696e+06
254 0 +6.451117e+06
255 0 +6.193389e+06
256 0 +5.620611e+06
257 0 +3.233002e+06
258 0 +1.141472e+06
259 0 +1.296706e+06
260 0 +6.983105e+05
261 0 +1.752162e+06
262 0 +3.403776e+06
263 0 +3.115538e+06
264 0 +1.256109e+06
265 0 +2.082385e+06
266 0 +1.500085e+06
267 0 +3.074930e+05
268 0 +1.000726e+06
269 0 +1.117159e+06
270 0 +1.627672e+06
271 0 +1.325110e+06
272 0 +2.854769e+06
273 0 +3.727562e+06
274 0 +3.156810e+06
275 0 +1.503488e+06
276 0 +6.787571e+05
277 0 +5.886885e+05
278 0 +2.594245e+06
279 0 +2.328723e+06
280 0 +1.955693e+06
281 0 +1.355006e+06
282 0 +1.490932e+06
283 0 +2.496397e+06
284 0 +2.454537e+06
285 0 +2.145603e+06
286 0 +2.221189e+06
287 0 +2.227010e+06
288 0 +1.399982e+06
289 0 +1.848405e+06
290 0 +2.330227e+06
291 0 +1.800242e+06
292 0 +3.540248e+05
293 0 +1.918934e+06
294 0 +3.064444e+06
295 0 +2.013717e+06
296 0 +5.632745e+05
297 0 +4.635544e+05
298 0 +3.525307e+05
299 0 +9.071599e+05
300 0 +6.024157e+05
301 0 +1.024843e+06
302 0 +4.092817e+05
303 0 +1.122141e+06
304 0 +9.092736e+05
305 0 +1.281387e+06
306 0 +9.265907e+05
307 0 +7.086125e+05
308 0 +1.173732e+06
309 0 +1.436694e+06
310 0 +1.013950e+06
311 0 +1.180556e+06
312 0 +1.529853e+06
313 0 +1.294669e+06
314 0 +1.281829e+06
315 0 +1.256752e+06
316 0 +1.724893e+06
317 0 +2.389356e+06
318 0 +2.132715e+06
319 0 +8.369868e+05
320 0 +5.875059e+05
321 0 +1.446817e+06
322 0 +2.090081e+06
323 0 +2.099479e+06
324 0 +1.830080e+06
325 0 +2.111508e+06
326 0 +1.784861e+06
327 0 +5.479854e+05
328 0 +4.309484e+05
329 0 +8.867539e+05
330 0 +1.122811e+06
331 0 +1.576942e+06
332 0 +1.942142e+06
333 0 +1.916469e+06
334 0 +1.737602e+06
335 0 +1.215106e+06
336 0 +1.395752e+06
337 0 +1.192304e+06
338 0 +1.591499e+05
339 0 +8.338484e+05
340 0 +1.455282e+06
341 0 +1.859857e+06
342 0 +9.614418e+05
343 0 +3.908832e+05
344 0 +8.360860e+05
345 0 +8.622488e+05
346 0 +1.201514e+06
347 0 +9.437145e+05
348 0 +5.589165e+05
349 0 +4.138445e+04
350 0 +7.925571e+05
351 0 +8.761411e+05
352 0 +4.153255e+05
353 0 +8.872807e+05
354 0 +1.505767e+06
355 0 +1.672891e+06
356 0 +1.304548e+06
357 0 +1.241110e+06
358 0 +1.481703e+06
359 0 +1.932527e+06
360 0 +2.270596e+06
361 0 +2.402744e+06
362 0 +1.622098e+06
363 0 +4.141919e+05
364 0 +7.169047e+05
365 0 +1.481286e+06
366 0 +2.164825e+06
367 0 +2.098087e+06
368 0 +6.383922e+05
369 0 +1.136407e+06
370 0 +1.422904e+06
371 0 +1.551990e+06
372 0 +1.679714e+06
373 0 +9.996468e+05
374 0 +4.533431e+05
375 0 +9.267471e+05
376 0 +1.400303e+06
377 0 +1.606510e+06
378 0 +2.678915e+05
379 0 +7.199003e+05
380 0 +1.042609e+06
381 0 +8.055563e+05
382 0 +8.675929e+05
383 0 +6.941180e+05
384 0 +1.048448e+06
385 0 +1.732665e+06
386 0 +1.842417e+06
387 0 +1.548700e+06
388 0 +1.400887e+06
389 0 +1.426173e+06
390 0 +1.548545e+06
391 0 +1.307772e+06
392 0 +7.722463e+05
393 0 +9.010817e+05
394 0 +7.157520e+05
395 0 +6.055816e+05
396 0 +2.193026e+05
397 0 +5.199360e+05
398 0 +6.482118e+05
399 0 +1.827056e+05
400 0 +3.159889e+05
401 0 +5.487511e+05
402 0 +8.754637e+05
403 0 +1.289404e+06
404 0 +1.301830e+06
405 0 +1.238851e+06
406 0 +1.106465e+06
407 0 +6.650118e+05
408 0 +8.290170e+05
409 0 +1.445843e+06
410 0 +1.535752e+06
411 0 +1.422146e+06
412 0 +9.817697e+05
413 0 +6.082601e+05
414 0 +7.002908e+05
415 0 +3.662376e+05
416 0 +4.237652e+05
417 0 +7.081014e+05
418 0 +6.464542e+05
419 0 +6.225267e+05
420 0 +7.620712e+05
421 0 +9.958069e+05
422 0 +1.086200e+06
423 0 +8.578449e+05
424 0 +7.127229e+05
425 0 +9.669021e+05
426 0 +6.974094e+05
427 0 +3.995269e+05
428 0 +6.791670e+05
429 0 +2.807928e+05
430 0 +3.215685e+05
431 0 +8.124111e+05
432 0 +2.922732e+05
433 0 +3.351672e+05
434 0 +5.609320e+05
435 0 +4.531774e+05
436 0 +4.268071e+05
437 0 +1.036350e+06
438 0 +9.897810e+05
439 0 +8.704511e+05
440 0 +1.523254e+05
441 0 +7.501090e+05
442 0 +6.481571e+05
443 0 +3.272727e+05
444 0 +2.674977e+05
445 0 +4.924321e+05
446 0 +7.710457e+05
447 0 +5.694400e+05
448 0 +6.259956e+05
449 0 +1.037764e+06
450 0 +8.646013e+05
451 0 +5.063617e+05
452 0 +9.143521e+04
453 0 +1.001808e+05
454 0 +1.607708e+05
455 0 +2.087295e+05
456 0 +4.032602e+05
457 0 +5.414735e+05
458 0 +6.822377e+05
459 0 +4.232634e+05
460 0 +2.174928e+05
461 0 +3.388285e+05
462 0 +5.971352e+05
463 0 +4.005567e+05
464 0 +2.525217e+05
465 0 +4.073697e+05
466 0 +2.721354e+05
467 0 +4.976240e+05
468 0 +4.801273e+05
469 0 +3.025183e+05
470 0 +4.147136e+05
471 0 +5.238682e+05
472 0 +5.344450e+05
473 0 +1.930447e+05
474 0 +1.504619e+05
475 0 +1.019439e+05
476 0 +8.217427e+05
477 0 +1.290795e+06
478 0 +1.109987e+06
479 0 +8.383579e+05
480 0 +3.153077e+05
481 0 +2.279279e+05
482 0 +2.474528e+05
483 0 +2.328990e+05
484 0 +2.706363e+05
485 0 +2.212864e+05
486 0 +1.737858e+05
487 0 +1.691402e+05
488 0 +6.172302e+05
489 0 +7.568479e+05
490 0 +6.333260e+05
491 0 +2.654150e+05
492 0 +3.609433e+05
493 0 +3.589544e+05
494 0 +4.379788e+05
495 0 +4.221874e+05
496 0 +9.808137e+04
497 0 +5.583289e+05
498 0 +7.535323e+05
499 0 +6.562625e+05
500 0 +7.936157e+05
501 0 +6.319144e+05
502 0 +3.466004e+05
503 0 +3.327504e+05
504 0 +1.717608e+05
505 0 +8.993646e+04
506 0 +3.068722e+05
507 0 +3.533658e+05
508 0 +3.903306e+05
509 0 +5.313786e+05
510 0 +5.272647e+05
511 0 +5.272647e+05
0 1 +4.575395e+04
1 1 +1.251280e+05
2 1 +1.079581e+05
3 1 +3.231580e+05
4 1 +8.316581e+05
5 1 +1.277633e+06
6 1 +1.567108e+06
7 1 +1.361326e+06
8 1 +1.856896e+06
9 1 +2.163987e+06
10 1 +1.895798e+06
11 1 +4.458998e+06
12 1 +4.619415e+06
13 1 +1.487734e+06
14 1 +6.879810e+06
15 1 +6.329702e+06
16 1 +1.397400e+06
17 1 +5.820815e+06
18 1 +7.140203e+06
19 1 +3.405797e+06
20 1 +1.915139e+06
21 1 +3.947501e+06
22 1 +8.309617e+06
23 1 +1.616329e+07
24 1 +7.390260e+06
25 1 +1.159072e+07
26 1 +1.488630e+07
27 1 +4.511888e+07
28 1 +3.250171e+07
29 1 +3.584423e+06
30 1 +6.772079e+07
31 1 +7.371463e+07
32 1 +1.956194e+07
33 1 +3.183060e+07
34 1 +2.255602e+07
35 1 +6.306171e+07
36 1 +6.926150e+07
37 1 +4.926971e+07
38 1 +6.566411e+07
39 1 +5.968781e+07
40 1 +5.258599e+07
41 1 +2.925945e+07
42 1 +1.646235e+07
43 1 +2.264978e+07
44 1 +1.726575e+07
45 1 +4.834290e+07
46 1 +6.760352e+07
47 1 +7.161016e+07
48 1 +4.465017e+07
49 1 +1.616451e+07
50 1 +8.436106e+07
51 1 +7.824767e+07
52 1 +6.488115e+07
53 1 +7.770188e+07
54 1 +6.286573e+07
55 1 +2.418890e+07
56 1 +2.677730e+07
57 1 +2.117824e+07
58 1 +3.233242e+07
59 1 +7.520052e+07
60 1 +5.591048e+07
61 1 +8.541235e+07
62 1 +6.406843e+07
63 1 +4.709120e+07
64 1 +4.029111e+07
65 1 +8.365210e+06
66 1 +3.214128e+07
67 1 +1.927185e+07
68 1 +4.532012e+07
69 1 +7.158036e+07
70 1 +2.694090e+07
71 1 +2.386214e+07
72 1 +4.204274e+07
73 1 +2.442759e+07
74 1 +1.302669e+07
75 1 +2.329984e+07
76 1 +1.576302e+07
77 1 +3.399110e+07
78 1 +4.734909e+07
79 1 +1.189619e+07
80 1 +9.701828e+06
81 1 +2.168345e+07
82 1 +4.645320e+07
83 1 +6.463215e+07
84 1 +4.409564e+07
85 1 +2.219762e+07
86 1 +3.365009e+07
87 1 +1.912635e+07
88 1 +5.088709e+06
89 1 +3.783456e+06
90 1 +2.299895e+07
91 1 +2.766491e+07
92 1 +2.744697e+07
93 1 +5.182569e+07
94 1 +2.077515e+07
95 1 +1.112042e+07
96 1 +1.393647e+07
97 1 +2.175024e+07
98 1 +3.850791e+07
99 1 +4.346737e+07
100 1 +2.694033e+07
101 1 +9.984789e+06
102 1 +1.450552e+07
103 1 +1.064460e+07
104 1 +1.088677e+07
105 1 +3.747738e+07
106 1 +2.287953e+07
107 1 +9.759052e+06
108 1 +2.590292e+07
109 1 +2.747352e+07
110 1 +1.425679e+07
111 1 +2.194298e+07
112 1 +1.585872e+07
113 1 +2.451712e+07
114 1 +2.973686e+07
115 1 +5.023502e+06
116 1 +6.575952e+06
117 1 +6.832138e+06
118 1 +1.276962e+07
119 1 +1.568752e+07
120 1 +1.624787e+07
121 1 +8.160923e+06
122 1 +8.623800e+06
123 1 +1.576980e+07
124 1 +2.677790e+07
125 1 +1.525749e+07
126 1 +1.572573e+06
127 1 +1.230832e+07
128 1 +1.133906e+07
129 1 +4.380384e+06
130 1 +1.345075e+06
131 1 +1.644997e+07
132 1 +1.942991e+07
133 1 +2.330648e+06
134 1 +8.317856e+06
135 1 +2.178518e+07
136 1 +1.535658e+07
137 1 +1.459094e+07
138 1 +1.638982e+07
139 1 +1.383475e+07
140 1 +1.737344e+07
141 1 +6.725889e+06
142 1 +1.436848e+07
143 1 +1.698674e+07
144 1 +9.544224e+06
145 1 +2.856497e+07
146 1 +1.726913e+07
147 1 +1.735685e+07
148 1 +1.658450e+07
149 1 +5.370538e+06
150 1 +6.957675e+06
151 1 +1.494493e+07
152 1 +1.933610e+07
153 1 +2.080176e+07
154 1 +1.536828e+07
155 1 +5.443701e+06
156 1 +1.479067e+07
157 1 +9.780708e+06
158 1 +8.972429e+06
159 1 +1.076188e+07
160 1 +5.458943e+06
161 1 +8.629372e+06
162 1 +9.657872e+06
163 1 +5.434051e+06
164 1 +1.390188e+07
165 1 +1.520526e+07
166 1 +6.894072e+06
167 1 +8.315173e+06
168 1 +9.926348e+06
169 1 +1.727029e+06
170 1 +4.264851e+06
171 1 +5.650129e+06
172 1 +7.663143e+06
173 1 +8.487467e+06
174 1 +1.020423e+07
175 1 +8.849971e+06
176 1 +7.268975e+06
177 1 +5.301637e+06
178 1 +4.158830e+06
179 1 +7.103427e+06
180 1 +9.624157e+06
181 1 +4.470359e+06
182 1 +4.558742e+06
183 1 +5.946573e+06
184 1 +5.757723e+06
185 1 +1.063613e+07
186 1 +1.039663e+07
187 1 +1.175526e+06
188 1 +9.086424e+06
189 1 +9.608756e+06
190 1 +6.018753e+06
191 1 +2.695568e+06
192 1 +7.709388e+06
193 1 +4.460637e+06
194 1 +8.127325e+06
195 1 +9.923166e+06
196 1 +3.916042e+06
197 1 +2.133738e+06
198 1 +4.327372e+06
199 1 +5.024203e+06
200 1 +6.844391e+06
201 1 +6.191727e+06
202 1 +2.002060e+06
203 1 +5.865993e+06
204 1 +5.527230e+06
205 1 +3.650503e+06
206 1 +5.439787e+06
207 1 +1.887856e+06
208 1 +2.482710e+06
209 1 +2.577094e+06
210 1 +4.316324e+06
211 1 +3.436714e+06
212 1 +7.516560e+06
213 1 +6.383191e+06
214 1 +5.423056e+06
215 1 +3.635608e+06
216 1 +1.207579e+06
217 1 +2.282837e+06
218 1 +1.291216e+06
219 1 +3.086456e+06
220 1 +2.955988e+06
221 1 +4.830504e+06
222 1 +3.814936e+06
223 1 +1.452357e+06
224 1 +4.464735e+06
225 1 +4.328974e+06
226 1 +1.153096e+06
227 1 +9.131734e+05
228 1 +2.058763e+06
229 1 +4.113822e+06
230 1 +2.551916e+06
231 1 +3.499134e+06
232 1 +5.458452e+06
233 1 +4.691724e+06
234 1 +5.075053e+06
235 1 +5.126514e+06
236 1 +3.441162e+06
237 1 +4.343217e+06
238 1 +3.465419e+06
239 1 +4.517255e+06
240 1 +4.262572e+06
241 1 +3.266287e+06
242 1 +5.961880e+06
243 1 +5.066876e+06
244 1 +2.191807e+06
245 1 +2.194460e+06
246 1 +1.036471e+06
247 1 +2.576433e+06
248 1 +3.613173e+06
249 1 +1.540524e+06
250 1 +2.136931e+06
251 1 +7.496884e+05
252 1 +2.392166e+06
253 1 +3.310374e+06
254 1 +1.163940e+06
255 1 +2.351832e+06
256 1 +2.622938e+06
257 1 +3.220566e+06
258 1 +4.717890e+06
259 1 +2.914232e+06
260 1 +2.076047e+06
261 1 +2.553210e+06
262 1 +2.359746e+06
263 1 +3.778139e+06
264 1 +5.103611e+06
265 1 +4.312192e+06
266 1 +1.936142e+06
267 1 +1.474568e+06
268 1 +2.854528e+06
269 1 +2.043821e+06
270 1 +1.085679e+06
271 1 +2.644732e+06
272 1 +1.274188e+06
273 1 +1.866280e+06
274 1 +1.966932e+06
275 1 +1.804412e+06
276 1 +1.836680e+06
277 1 +1.403021e+06
278 1 +1.230226e+06
279 1 +1.463662e+06
280 1 +1.529947e+06
281 1 +1.942058e+06
282 1 +1.292888e+06
283 1 +1.473814e+06
284 1 +3.038118e+06
285 1 +1.491943e+06
286 1 +1.903233e+06
287 1 +9.467258e+05
288 1 +7.299119e+05
289 1 +1.377441e+06
290 1 +1.955131e+06
291 1 +9.848081e+05
292 1 +3.022031e+06
293 1 +2.039930e+06
294 1 +1.296306e+06
295 1 +1.127213e+06
296 1 +1.229261e+06
297 1 +1.208063e+06
298 1 +6.809620e+05
299 1 +1.774213e+06
300 1 +1.831989e+06
301 1 +2.528941e+06
302 1 +2.987671e+06
303 1 +3.770477e+06
304 1 +2.939196e+06
305 1 +2.539313e+06
306 1 +1.012810e+06
307 1 +1.848980e+06
308 1 +1.770015e+06
309 1 +1.542995e+06
310 1 +1.660339e+06
311 1 +6.620230e+05
312 1 +9.578222e+05
313 1 +2.732506e+06
314 1 +2.087160e+06
315 1 +1.646436e+06
316 1 +1.955903e+06
317 1 +4.136068e+05
318 1 +4.680225e+05
319 1 +7.355638e+05
320 1 +5.590952e+05
321 1 +3.020182e+05
322 1 +6.697803e+05
323 1 +5.402163e+05
324 1 +1.235730e+06
325 1 +1.605820e+06
326 1 +1.089570e+06
327 1 +1.305193e+06
328 1 +1.272666e+06
329 1 +1.785406e+06
330 1 +2.072641e+06
331 1 +1.418987e+06
332 1 +6.806568e+05
333 1 +1.203171e+06
334 1 +2.207676e+06
335 1 +2.705919e+06
336 1 +1.418208e+06
337 1 +5.228615e+05
338 1 +6.276762e+05
339 1 +1.036565e+06
340 1 +2.178134e+06
341 1 +1.904349e+06
342 1 +1.517908e+06
343 1 +9.898205e+05
344 1 +9.917177e+05
345 1 +1.806222e+06
346 1 +1.100390e+06
347 1 +1.393355e+06
348 1 +1.445764e+05
349 1 +1.293820e+06
350 1 +1.399561e+06
351 1 +1.070765e+06
352 1 +1.018902e+06
353 1 +2.188640e+06
354 1 +1.667879e+06
355 1 +5.217537e+05
356 1 +7.069562e+05
357 1 +1.519704e+06
358 1 +1.203287e+06
359 1 +6.035363e+05
360 1 +1.052456e+06
361 1 +4.841193e+05
362 1 +2.522529e+05
363 1 +1.751915e+05
364 1 +8.185433e+05
365 1 +8.653459e+05
366 1 +5.695631e+05
367 1 +6.231323e+05
368 1 +8.820986e+05
369 1 +1.230312e+06
370 1 +6.738442e+05
371 1 +1.294046e+06
372 1 +6.342405e+05
373 1 +5.628603e+05
374 1 +4.681578e+05
375 1 +1.029603e+06
376 1 +1.515440e+06
377 1 +1.119746e+06
378 1 +1.332931e+06
379 1 +2.004437e+06
380 1 +9.919577e+05
381 1 +6.170511e+05
382 1 +1.022782e+06
383 1 +6.342211e+05
384 1 +5.935042e+05
385 1 +4.393266e+05
386 1 +2.128267e+05
387 1 +4.719305e+05
388 1 +6.152223e+05
389 1 +6.225541e+05
390 1 +1.292049e+05
391 1 +2.117860e+05
392 1 +1.098630e+05
393 1 +7.850791e+05
394 1 +1.203035e+06
395 1 +1.215221e+06
396 1 +7.135292e+05
397 1 +5.087616e+05
398 1 +1.614852e+05
399 1 +1.250247e+06
400 1 +1.466978e+06
401 1 +4.566237e+05
402 1 +5.776758e+05
403 1 +5.116696e+05
404 1 +4.504354e+05
405 1 +6.936730e+05
406 1 +4.469237e+05
407 1 +7.779667e+05
408 1 +1.441469e+06
409 1 +1.285672e+06
410 1 +4.328157e+05
411 1 +9.072161e+05
412 1 +8.676794e+05
413 1 +6.109008e+05
414 1 +3.364463e+05
415 1 +2.331850e+05
416 1 +2.495442e+05
417 1 +6.471466e+05
418 1 +5.031400e+05
419 1 +4.588924e+05
420 1 +5.393195e+05
421 1 +6.260720e+05
422 1 +1.013839e+06
423 1 +1.247615e+06
424 1 +2.351322e+05
425 1 +4.714728e+05
426 1 +1.613306e+05
427 1 +3.613914e+05
428 1 +6.168436e+05
429 1 +6.828935e+05
430 1 +1.066986e+06
431 1 +1.523458e+06
432 1 +6.969176e+05
433 1 +5.399099e+05
434 1 +1.285717e+06
435 1 +1.408430e+06
436 1 +1.125355e+06
437 1 +5.729696e+05
438 1 +2.271808e+05
439 1 +1.838752e+05
440 1 +5.201750e+05
441 1 +7.124413e+05
442 1 +1.406882e+05
443 1 +5.194175e+05
444 1 +5.404475e+05
445 1 +9.158264e+05
446 1 +4.361932e+05
447 1 +3.731758e+05
448 1 +4.461877e+05
449 1 +6.670416e+05
450 1 +3.626413e+05
451 1 +3.914469e+05
452 1 +6.525259e+05
453 1 +8.995396e+05
454 1 +6.787960e+05
455 1 +5.839829e+05
456 1 +4.875399e+05
457 1 +3.987387e+05
458 1 +7.310049e+05
459 1 +6.416912e+05
460 1 +1.587413e+05
461 1 +5.915500e+05
462 1 +4.475707e+05
463 1 +4.459119e+05
464 1 +8.062737e+05
465 1 +3.879003e+05
466 1 +6.967744e+05
467 1 +5.946121e+05
468 1 +4.294100e+05
469 1 +4.808297e+05
470 1 +5.391117e+05
471 1 +6.755604e+05
472 1 +3.417197e+05
473 1 +1.530591e+05
474 1 +2.299769e+05
475 1 +3.105124e+05
476 1 +7.708902e+05
477 1 +6.297973e+05
478 1 +1.017361e+06
479 1 +8.281405e+05
480 1 +1.459454e+05
481 1 +3.544579e+05
482 1 +3.760691e+05
483 1 +3.174756e+05
484 1 +2.540823e+05
485 1 +4.802814e+05
486 1 +9.837076e+04
487 1 +6.892714e+05
488 1 +4.669480e+05
489 1 +5.107087e+05
490 1 +4.741576e+05
491 1 +4.190236e+05
492 1 +3.523786e+05
493 1 +2.517813e+05
494 1 +2.148846e+05
495 1 +1.770465e+05
496 1 +1.823732e+05
497 1 +2.969064e+05
498 1 +3.417702e+05
499 1 +4.914996e+05
500 1 +5.059685e+05
501 1 +3.267314e+05
502 1 +5.278881e+04
503 1 +3.771279e+05
504 1 +3.696093e+05
505 1 +2.709081e+05
506 1 +2.110141e+05
507 1 +1.950282e+05
508 1 +5.053986e+05
509 1 +8.727142e+05
510 1 +6.597175e+05
511 1 +2.570276e+05
0 2 +2.576710e+05
1 2 +4.007539e+05
2 2 +3.536985e+05
3 2 +4.100802e+05
4 2 +7.415579e+05
5 2 +2.868704e+05
6 2 +1.721606e+06
7 2 +2.519477e+06
8 2 +6.723900e+05
9 2 +3.063469e+06
10 2 +1.004324e+06
11 2 +1.630037e+06
12 2 +1.765903e+06
13 2 +6.952108e+06
14 2 +9.879120e+06
15 2 +3.966860e+06
16 2 +3.000274e+06
17 2 +6.953515e+06
18 2 +7.988564e+06
19 2 +8.891596e+06
20 2 +1.424002e+07
21 2 +1.118960e+07
22 2 +1.082416e+07
23 2 +2.725436e+07
24 2 +3.116736e+07
25 2 +4.996273e+07
26 2 +2.296655e+07
27 2 +2.754645e+07
28 2 +3.675555e+07
29 2 +3.270146e+07
30 2 +6.237875e+07
31 2 +6.014525e+07
32 2 +4.876940e+07
33 2 +6.332259e+07
34 2 +1.854141e+07
35 2 +4.596260e+07
36 2 +6.789451e+07
37 2 +5.752876e+07
38 2 +4.306005e+07
39 2 +6.721042e+07
40 2 +3.923460e+07
41 2 +3.335285e+07
42 2 +4.357168e+07
43 2 +5.904270e+06
44 2 +2.744117e+07
45 2 +3.428117e+07
46 2 +8.378089e+07
47 2 +7.272721e+07
48 2 +2.815586e+07
49 2 +5.159967e+07
50 2 +6.375293e+07
51 2 +5.612942e+07
